Notikuma identifikators;Vērtība;Lauka nosaukums
220625978;Sniegs;Laika apstākļi
220407283;Asfaltbetons;Seguma veids
220639666;Dažāds;Seguma veids
220630457;Asfaltbetons;Seguma veids
220634519;Asfaltbetons;Seguma veids
220609059;Bruģis;Seguma veids
220639636;Grants;Seguma veids
220670638;Skaidrs;Laika apstākļi
220520871;Grants;Seguma veids
220531493;Asfaltbetons;Seguma veids
220564363;Asfaltbetons;Seguma veids
220641271;Asfaltbetons;Seguma veids
220639256;Asfaltbetons;Seguma veids
220404775;Asfaltbetons;Seguma veids
220414899;Asfaltbetons;Seguma veids
220634119;Dažāds;Seguma veids
220652931;Asfaltbetons;Seguma veids
220701990;Asfaltbetons;Seguma veids
220496697;Asfaltbetons;Seguma veids
220513779;Asfaltbetons;Seguma veids
220401910;Asfaltbetons;Seguma veids
220429615;Šķembas;Seguma veids
220432260;Asfaltbetons;Seguma veids
220433682;Asfaltbetons;Seguma veids
220439116;Asfaltbetons;Seguma veids
220428826;Asfaltbetons;Seguma veids
220455661;Asfaltbetons;Seguma veids
220687578;Asfaltbetons;Seguma veids
220698937;Asfaltbetons;Seguma veids
220568136;Asfaltbetons;Seguma veids
220404275;Asfaltbetons;Seguma veids
220411087;Asfaltbetons;Seguma veids
220595034;Asfaltbetons;Seguma veids
220621078;Asfaltbetons;Seguma veids
220593281;Asfaltbetons;Seguma veids
220592082;Grants;Seguma veids
220605586;Skaidrs;Laika apstākļi
220496109;Skaidrs;Laika apstākļi
220501418;Skaidrs;Laika apstākļi
220609315;Saulains;Laika apstākļi
220463528;Asfaltbetons;Seguma veids
220442554;Asfaltbetons;Seguma veids
220545341;Asfaltbetons;Seguma veids
220604465;Asfaltbetons;Seguma veids
220702436;Asfaltbetons;Seguma veids
220695912;Asfaltbetons;Seguma veids
220627757;Asfaltbetons;Seguma veids
220401170;Asfaltbetons;Seguma veids
220400248;Bruģis;Seguma veids
220399442;Asfaltbetons;Seguma veids
220615723;Asfaltbetons;Seguma veids
220629222;Asfaltbetons;Seguma veids
220635315;Asfaltbetons;Seguma veids
220689772;Asfaltbetons;Seguma veids
220683267;Asfaltbetons;Seguma veids
220510984;Asfaltbetons;Seguma veids
220480839;Asfaltbetons;Seguma veids
220475648;Asfaltbetons;Seguma veids
220474542;Asfaltbetons;Seguma veids
220477261;Asfaltbetons;Seguma veids
220455424;Grants;Seguma veids
220412645;Asfaltbetons;Seguma veids
220406776;Asfaltbetons;Seguma veids
220410847;Dažāds;Seguma veids
220373912;Asfaltbetons;Seguma veids
220377328;Asfaltbetons;Seguma veids
220398434;Asfaltbetons;Seguma veids
220390460;Dažāds;Seguma veids
220389420;Asfaltbetons;Seguma veids
220383859;Asfaltbetons;Seguma veids
220633994;Asfaltbetons;Seguma veids
220632807;Asfaltbetons;Seguma veids
220635443;Asfaltbetons;Seguma veids
220654214;Asfaltbetons;Seguma veids
220627028;Asfaltbetons;Seguma veids
220450796;Dažāds;Seguma veids
220546763;Asfaltbetons;Seguma veids
220617057;Asfaltbetons;Seguma veids
220418087;Asfaltbetons;Seguma veids
220407502;Asfaltbetons;Seguma veids
220427838;Asfaltbetons;Seguma veids
220447284;Asfaltbetons;Seguma veids
220522955;Saulains;Laika apstākļi
220519095;Skaidrs;Laika apstākļi
220521951;Skaidrs;Laika apstākļi
220617439;Saulains;Laika apstākļi
220605538;Saulains;Laika apstākļi
220373005;Asfaltbetons;Seguma veids
220445592;Asfaltbetons;Seguma veids
220443233;Asfaltbetons;Seguma veids
220460765;Bruģis;Seguma veids
220460812;Asfaltbetons;Seguma veids
220700883;Bruģis;Seguma veids
221811693;Grants;Seguma veids
220681882;Asfaltbetons;Seguma veids
220632108;Asfaltbetons;Seguma veids
220678139;Asfaltbetons;Seguma veids
220696257;Asfaltbetons;Seguma veids
220446046;Asfaltbetons;Seguma veids
220607071;Asfaltbetons;Seguma veids
220696095;Grants;Seguma veids
220700368;Asfaltbetons;Seguma veids
220431754;Asfaltbetons;Seguma veids
220425339;Asfaltbetons;Seguma veids
220439998;Asfaltbetons;Seguma veids
220470389;Asfaltbetons;Seguma veids
220470766;Asfaltbetons;Seguma veids
220495120;Asfaltbetons;Seguma veids
220500411;Bruģis;Seguma veids
220373048;Asfaltbetons;Seguma veids
220384156;Asfaltbetons;Seguma veids
220406556;Asfaltbetons;Seguma veids
220414794;Asfaltbetons;Seguma veids
220567645;Asfaltbetons;Seguma veids
220566881;Asfaltbetons;Seguma veids
220577473;Asfaltbetons;Seguma veids
220561791;Asfaltbetons;Seguma veids
220634682;Asfaltbetons;Seguma veids
220565065;Asfaltbetons;Seguma veids
220648280;Asfaltbetons;Seguma veids
220574734;Asfaltbetons;Seguma veids
220531984;Asfaltbetons;Seguma veids
220569922;Asfaltbetons;Seguma veids
220692189;Asfaltbetons;Seguma veids
220423800;Asfaltbetons;Seguma veids
220425117;Asfaltbetons;Seguma veids
220471876;Asfaltbetons;Seguma veids
220544583;Skaidrs;Laika apstākļi
220546192;Apmācies;Laika apstākļi
220624225;Skaidrs;Laika apstākļi
220640281;Apmācies;Laika apstākļi
220378351;Asfaltbetons;Seguma veids
220391722;Dažāds;Seguma veids
220399952;Asfaltbetons;Seguma veids
220378547;Asfaltbetons;Seguma veids
220394502;Dažāds;Seguma veids
220378578;Asfaltbetons;Seguma veids
220419923;Asfaltbetons;Seguma veids
220551448;Asfaltbetons;Seguma veids
220624018;Asfaltbetons;Seguma veids
220695441;Bruģis;Seguma veids
220652693;Asfaltbetons;Seguma veids
220658095;Asfaltbetons;Seguma veids
220666724;Asfaltbetons;Seguma veids
220621259;Asfaltbetons;Seguma veids
220612563;Asfaltbetons;Seguma veids
220699810;Asfaltbetons;Seguma veids
220698963;Asfaltbetons;Seguma veids
220487721;Asfaltbetons;Seguma veids
220510271;Asfaltbetons;Seguma veids
220430824;Bruģis;Seguma veids
220433498;Asfaltbetons;Seguma veids
220415681;Asfaltbetons;Seguma veids
220434939;Asfaltbetons;Seguma veids
220425695;Asfaltbetons;Seguma veids
220427015;Bruģis;Seguma veids
220432394;Asfaltbetons;Seguma veids
220533875;Asfaltbetons;Seguma veids
212226340;Asfaltbetons;Seguma veids
220377858;Asfaltbetons;Seguma veids
220376511;Asfaltbetons;Seguma veids
220389703;Asfaltbetons;Seguma veids
220394806;Asfaltbetons;Seguma veids
220581115;Asfaltbetons;Seguma veids
220582719;Asfaltbetons;Seguma veids
220583235;Asfaltbetons;Seguma veids
220563810;Asfaltbetons;Seguma veids
220513217;Asfaltbetons;Seguma veids
220511820;Asfaltbetons;Seguma veids
220494759;Asfaltbetons;Seguma veids
220421387;Asfaltbetons;Seguma veids
220424051;Asfaltbetons;Seguma veids
220426940;Asfaltbetons;Seguma veids
220638068;Saulains;Laika apstākļi
220620594;Skaidrs;Laika apstākļi
220605243;Skaidrs;Laika apstākļi
220492564;Saulains;Laika apstākļi
220417813;Skaidrs;Laika apstākļi
220414197;Apmācies;Laika apstākļi
220418087;Skaidrs;Laika apstākļi
220433489;Saulains;Laika apstākļi
220434773;Sniegs;Laika apstākļi
220391186;Skaidrs;Laika apstākļi
220397997;Apmācies;Laika apstākļi
220504866;Skaidrs;Laika apstākļi
220527885;Sniegs;Laika apstākļi
220530546;Lietus;Laika apstākļi
220414794;Skaidrs;Laika apstākļi
220548976;Lietus;Laika apstākļi
220662061;Saulains;Laika apstākļi
220649335;Skaidrs;Laika apstākļi
220542217;Skaidrs;Laika apstākļi
220473184;Saulains;Laika apstākļi
220464129;Saulains;Laika apstākļi
220478150;Apmācies;Laika apstākļi
220476890;Saulains;Laika apstākļi
220511294;Saulains;Laika apstākļi
220503604;Skaidrs;Laika apstākļi
220499779;Lietus;Laika apstākļi
220511851;Apmācies;Laika apstākļi
220552640;Saulains;Laika apstākļi
220570410;Saulains;Laika apstākļi
220547892;Sniegs;Laika apstākļi
220550655;Skaidrs;Laika apstākļi
220559458;Apmācies;Laika apstākļi
220570075;Skaidrs;Laika apstākļi
220545554;Apmācies;Laika apstākļi
220423030;Apmācies;Laika apstākļi
220435016;Skaidrs;Laika apstākļi
220457599;Saulains;Laika apstākļi
220462704;Apmācies;Laika apstākļi
220466704;Skaidrs;Laika apstākļi
220481267;Apmācies;Laika apstākļi
220471836;Apmācies;Laika apstākļi
220531493;Sniegs;Laika apstākļi
220482966;Apmācies;Laika apstākļi
220488296;Skaidrs;Laika apstākļi
220485703;Apmācies;Laika apstākļi
220486115;Skaidrs;Laika apstākļi
220479738;Skaidrs;Laika apstākļi
220382689;Saulains;Laika apstākļi
220408047;Skaidrs;Laika apstākļi
220507841;Skaidrs;Laika apstākļi
220498834;Saulains;Laika apstākļi
220550400;Saulains;Laika apstākļi
220545348;Skaidrs;Laika apstākļi
220554745;Skaidrs;Laika apstākļi
220695028;Skaidrs;Laika apstākļi
220689186;Apmācies;Laika apstākļi
220526801;Skaidrs;Laika apstākļi
220441271;Skaidrs;Laika apstākļi
220438595;Skaidrs;Laika apstākļi
220420411;Apmācies;Laika apstākļi
220399952;Skaidrs;Laika apstākļi
220408053;Saulains;Laika apstākļi
220433831;Apmācies;Laika apstākļi
220574284;Sniegs;Laika apstākļi
220567778;Skaidrs;Laika apstākļi
220512507;Skaidrs;Laika apstākļi
220495876;Skaidrs;Laika apstākļi
220595489;Sniegs;Laika apstākļi
220544845;Saulains;Laika apstākļi
220408687;Saulains;Laika apstākļi
220406271;Skaidrs;Laika apstākļi
220490655;Saulains;Laika apstākļi
220480458;Apmācies;Laika apstākļi
220573293;Apmācies;Laika apstākļi
220573354;Skaidrs;Laika apstākļi
220583322;Saulains;Laika apstākļi
220601993;Saulains;Laika apstākļi
220603360;Apmācies;Laika apstākļi
220596495;Saulains;Laika apstākļi
220543607;Saulains;Laika apstākļi
220638619;Saulains;Laika apstākļi
220627352;Saulains;Laika apstākļi
220640669;Saulains;Laika apstākļi
220527288;Saulains;Laika apstākļi
220532762;Skaidrs;Laika apstākļi
220588911;Apmācies;Laika apstākļi
220559316;Apmācies;Laika apstākļi
220463966;Skaidrs;Laika apstākļi
220469484;Skaidrs;Laika apstākļi
220493070;Skaidrs;Laika apstākļi
220487824;Skaidrs;Laika apstākļi
220636284;Saulains;Laika apstākļi
220631418;Saulains;Laika apstākļi
220513376;Saulains;Laika apstākļi
220536458;Apmācies;Laika apstākļi
220651604;Skaidrs;Laika apstākļi
220661187;Skaidrs;Laika apstākļi
220656902;Saulains;Laika apstākļi
220437534;Saulains;Laika apstākļi
220497928;Apledojums;Laika apstākļi
220532286;Apmācies;Laika apstākļi
220432509;Apmācies;Laika apstākļi
220536299;Apmācies;Laika apstākļi
220462305;Skaidrs;Laika apstākļi
220676354;Apmācies;Laika apstākļi
220675306;Saulains;Laika apstākļi
220626104;Skaidrs;Laika apstākļi
220628753;Skaidrs;Laika apstākļi
220524158;Saulains;Laika apstākļi
220461958;Lietus;Laika apstākļi
220401583;Saulains;Laika apstākļi
220434899;Saulains;Laika apstākļi
220426996;Skaidrs;Laika apstākļi
220429615;Skaidrs;Laika apstākļi
220431067;Apmācies;Laika apstākļi
220492247;Saulains;Laika apstākļi
220475213;Apmācies;Laika apstākļi
220455424;Skaidrs;Laika apstākļi
220471016;Apmācies;Laika apstākļi
220497807;Sniegs;Laika apstākļi
220528731;Apmācies;Laika apstākļi
220575627;Lietus;Laika apstākļi
220634679;Skaidrs;Laika apstākļi
220601068;Skaidrs;Laika apstākļi
220615723;Saulains;Laika apstākļi
220613207;Skaidrs;Laika apstākļi
220382113;Skaidrs;Laika apstākļi
220539299;Skaidrs;Laika apstākļi
220571345;Saulains;Laika apstākļi
220571370;Skaidrs;Laika apstākļi
220571596;Apmācies;Laika apstākļi
220504719;Apmācies;Laika apstākļi
220449629;Apmācies;Laika apstākļi
220431573;Saulains;Laika apstākļi
220423625;Skaidrs;Laika apstākļi
220450281;Lietus;Laika apstākļi
220450341;Saulains;Laika apstākļi
220449215;Skaidrs;Laika apstākļi
220580655;Lietus;Laika apstākļi
220377175;Lietus;Laika apstākļi
220377458;Skaidrs;Laika apstākļi
220378946;Saulains;Laika apstākļi
220550184;Lietus;Laika apstākļi
220546641;Saulains;Laika apstākļi
220474074;Saulains;Laika apstākļi
220479391;Skaidrs;Laika apstākļi
220494039;Lietus;Laika apstākļi
220474047;Saulains;Laika apstākļi
220530504;Apmācies;Laika apstākļi
220566769;Apmācies;Laika apstākļi
220399742;Apmācies;Laika apstākļi
220432156;Lietus;Laika apstākļi
220476583;Apmācies;Laika apstākļi
220510358;Saulains;Laika apstākļi
220402344;Apmācies;Laika apstākļi
220408988;Apledojums;Laika apstākļi
220434717;Saulains;Laika apstākļi
220450990;Apmācies;Laika apstākļi
220552386;Sniegs;Laika apstākļi
220496154;Sniegs;Laika apstākļi
220507355;Skaidrs;Laika apstākļi
220512495;Saulains;Laika apstākļi
220580016;Saulains;Laika apstākļi
220586640;Skaidrs;Laika apstākļi
220506962;Saulains;Laika apstākļi
220454171;Saulains;Laika apstākļi
220466109;Skaidrs;Laika apstākļi
220444980;Saulains;Laika apstākļi
220447879;Lietus;Laika apstākļi
220388439;Apmācies;Laika apstākļi
220383185;Skaidrs;Laika apstākļi
220507338;Skaidrs;Laika apstākļi
220512711;Saulains;Laika apstākļi
220438981;Apmācies;Laika apstākļi
220442617;Apmācies;Laika apstākļi
220428431;Saulains;Laika apstākļi
220420824;Skaidrs;Laika apstākļi
220445217;Sniegs;Laika apstākļi
220550175;Saulains;Laika apstākļi
220511230;Saulains;Laika apstākļi
220422764;Saulains;Laika apstākļi
220615358;Skaidrs;Laika apstākļi
220391285;Apmācies;Laika apstākļi
220392604;Skaidrs;Laika apstākļi
220395187;Skaidrs;Laika apstākļi
220581324;Saulains;Laika apstākļi
220634364;Skaidrs;Laika apstākļi
220635711;Saulains;Laika apstākļi
220583500;Saulains;Laika apstākļi
220536731;Skaidrs;Laika apstākļi
220540769;Skaidrs;Laika apstākļi
220555399;Krusa;Laika apstākļi
220536815;Saulains;Laika apstākļi
220552906;Skaidrs;Laika apstākļi
220476910;Skaidrs;Laika apstākļi
220486443;Skaidrs;Laika apstākļi
220470312;Sniegs;Laika apstākļi
220563176;Skaidrs;Laika apstākļi
220650697;Saulains;Laika apstākļi
220643014;Skaidrs;Laika apstākļi
220653808;Saulains;Laika apstākļi
220452902;Apmācies;Laika apstākļi
220545791;Skaidrs;Laika apstākļi
220538532;Apmācies;Laika apstākļi
220484534;Apmācies;Laika apstākļi
220696343;Apmācies;Laika apstākļi
221812074;Skaidrs;Laika apstākļi
220695867;Saulains;Laika apstākļi
220583623;Apmācies;Laika apstākļi
220394545;Saulains;Laika apstākļi
220677601;Apmācies;Laika apstākļi
220652693;Saulains;Laika apstākļi
220681129;Skaidrs;Laika apstākļi
220666553;Saulains;Laika apstākļi
220478806;Apmācies;Laika apstākļi
220473672;Saulains;Laika apstākļi
220575044;Apledojums;Laika apstākļi
220530133;Skaidrs;Laika apstākļi
220649640;Apmācies;Laika apstākļi
220657661;Sniegs;Laika apstākļi
220644560;Saulains;Laika apstākļi
220675575;Apmācies;Laika apstākļi
220560460;Saulains;Laika apstākļi
220656350;Skaidrs;Laika apstākļi
220647127;Sniegs;Laika apstākļi
220660602;Skaidrs;Laika apstākļi
220663268;Apmācies;Laika apstākļi
220591383;Skaidrs;Laika apstākļi
220594000;Sniegs;Laika apstākļi
220671927;Skaidrs;Laika apstākļi
220678742;Saulains;Laika apstākļi
220470954;Saulains;Laika apstākļi
220473296;Skaidrs;Laika apstākļi
220392486;Apmācies;Laika apstākļi
220372514;Skaidrs;Laika apstākļi
220375735;Saulains;Laika apstākļi
220401818;Saulains;Laika apstākļi
220578653;Apmācies;Laika apstākļi
220651453;Skaidrs;Laika apstākļi
220668398;Saulains;Laika apstākļi
220664432;Saulains;Laika apstākļi
220675128;Apmācies;Laika apstākļi
220667252;Saulains;Laika apstākļi
220565018;Lietus;Laika apstākļi
220586173;Skaidrs;Laika apstākļi
220610182;Skaidrs;Laika apstākļi
220460550;Skaidrs;Laika apstākļi
220447470;Skaidrs;Laika apstākļi
220698701;Apmācies;Laika apstākļi
221812924;Apmācies;Laika apstākļi
220701990;Apmācies;Laika apstākļi
220650318;Apmācies;Laika apstākļi
220663810;Apmācies;Laika apstākļi
220648089;Saulains;Laika apstākļi
220538904;Apmācies;Laika apstākļi
220552244;Saulains;Laika apstākļi
220537870;Skaidrs;Laika apstākļi
220554528;Skaidrs;Laika apstākļi
220537420;Apmācies;Laika apstākļi
220554672;Saulains;Laika apstākļi
220565484;Apmācies;Laika apstākļi
220609238;Lietus;Laika apstākļi
220613180;Skaidrs;Laika apstākļi
220546521;Skaidrs;Laika apstākļi
220554596;Skaidrs;Laika apstākļi
220581322;Saulains;Laika apstākļi
220586124;Skaidrs;Laika apstākļi
220599424;Saulains;Laika apstākļi
220545676;Apmācies;Laika apstākļi
220614387;Apmācies;Laika apstākļi
220540185;Apmācies;Laika apstākļi
220576071;Saulains;Laika apstākļi
220642031;Skaidrs;Laika apstākļi
220634199;Skaidrs;Laika apstākļi
220654316;Sniegs;Laika apstākļi
220645286;Skaidrs;Laika apstākļi
220403776;Apmācies;Laika apstākļi
220411335;Skaidrs;Laika apstākļi
220421063;Saulains;Laika apstākļi
220426395;Saulains;Laika apstākļi
221816390;Apmācies;Laika apstākļi
220561161;Saulains;Laika apstākļi
220552091;Sniegs;Laika apstākļi
220578879;Skaidrs;Laika apstākļi
220595798;Apledojums;Laika apstākļi
220597590;Skaidrs;Laika apstākļi
220592531;Saulains;Laika apstākļi
220612447;Apmācies;Laika apstākļi
220689523;Skaidrs;Laika apstākļi
220522160;Lietus;Laika apstākļi
220387258;Saulains;Laika apstākļi
220383344;Apmācies;Laika apstākļi
220387633;Saulains;Laika apstākļi
220384662;Skaidrs;Laika apstākļi
220563839;Skaidrs;Laika apstākļi
220558669;Saulains;Laika apstākļi
220663924;Apmācies;Laika apstākļi
220547601;Skaidrs;Laika apstākļi
220547796;Apmācies;Laika apstākļi
220581047;Saulains;Laika apstākļi
220583719;Skaidrs;Laika apstākļi
220650026;Saulains;Laika apstākļi
220517956;Saulains;Laika apstākļi
220539316;Saulains;Laika apstākļi
220547313;Apmācies;Laika apstākļi
220560585;Apmācies;Laika apstākļi
220558167;Skaidrs;Laika apstākļi
220661673;Apmācies;Laika apstākļi
220656686;Skaidrs;Laika apstākļi
220611326;Skaidrs;Laika apstākļi
220638300;Sniegs;Laika apstākļi
220642382;Apmācies;Laika apstākļi
220637174;Sniegs;Laika apstākļi
220633058;Sniegs;Laika apstākļi
220635766;Apmācies;Laika apstākļi
220598568;Sniegs;Laika apstākļi
220648280;Apmācies;Laika apstākļi
220648321;Skaidrs;Laika apstākļi
220649833;Saulains;Laika apstākļi
220599189;Skaidrs;Laika apstākļi
220376172;Apmācies;Laika apstākļi
220391487;Skaidrs;Laika apstākļi
220397382;Skaidrs;Laika apstākļi
220388767;Skaidrs;Laika apstākļi
220554014;Skaidrs;Laika apstākļi
220555521;Skaidrs;Laika apstākļi
220554389;Saulains;Laika apstākļi
220520486;Apmācies;Laika apstākļi
220667996;Apmācies;Laika apstākļi
220681383;Sniegs;Laika apstākļi
220696990;Apmācies;Laika apstākļi
220697339;Saulains;Laika apstākļi
220496539;Apmācies;Laika apstākļi
220548570;Saulains;Laika apstākļi
220651402;Apmācies;Laika apstākļi
220659319;Saulains;Laika apstākļi
220406698;Skaidrs;Laika apstākļi
220484309;Saulains;Laika apstākļi
220598635;Skaidrs;Laika apstākļi
220590812;Skaidrs;Laika apstākļi
220637735;Skaidrs;Laika apstākļi
220687553;Skaidrs;Laika apstākļi
220696257;Apmācies;Laika apstākļi
220614776;Saulains;Laika apstākļi
220519779;Apmācies;Laika apstākļi
220529182;Skaidrs;Laika apstākļi
220642912;Skaidrs;Laika apstākļi
220617319;Saulains;Laika apstākļi
220645883;Apmācies;Laika apstākļi
220607659;Sniegs;Laika apstākļi
220602385;Skaidrs;Laika apstākļi
220408201;Apmācies;Laika apstākļi
220408356;Saulains;Laika apstākļi
220384594;Apmācies;Laika apstākļi
220609673;Skaidrs;Laika apstākļi
220603069;Sniegs;Laika apstākļi
220605823;Saulains;Laika apstākļi
220609874;Apmācies;Laika apstākļi
220601976;Lietus;Laika apstākļi
220382098;Skaidrs;Laika apstākļi
220655493;Skaidrs;Laika apstākļi
220666035;Skaidrs;Laika apstākļi
220535364;Lietus;Laika apstākļi
220535366;Saulains;Laika apstākļi
220518429;Skaidrs;Laika apstākļi
220452055;Apmācies;Laika apstākļi
220461544;Apmācies;Laika apstākļi
220447497;Lietus;Laika apstākļi
220399122;Apmācies;Laika apstākļi
220399678;Skaidrs;Laika apstākļi
220635537;Skaidrs;Laika apstākļi
220630990;Skaidrs;Laika apstākļi
220534778;Apmācies;Laika apstākļi
220648191;Apmācies;Laika apstākļi
220647191;Lietus;Laika apstākļi
220640313;Skaidrs;Laika apstākļi
220658119;Skaidrs;Laika apstākļi
220669337;Apmācies;Laika apstākļi
220677633;Apmācies;Laika apstākļi
220509517;Saulains;Laika apstākļi
220497770;Apmācies;Laika apstākļi
220634222;Saulains;Laika apstākļi
220699608;Skaidrs;Laika apstākļi
220426593;Skaidrs;Laika apstākļi
220428139;Apmācies;Laika apstākļi
220393703;Saulains;Laika apstākļi
220587920;Saulains;Laika apstākļi
220664385;Saulains;Laika apstākļi
220614397;Apmācies;Laika apstākļi
220611845;Skaidrs;Laika apstākļi
220626576;Apmācies;Laika apstākļi
220455476;Lietus;Laika apstākļi
220549604;Skaidrs;Laika apstākļi
220556338;Apmācies;Laika apstākļi
220424236;Saulains;Laika apstākļi
220423181;Saulains;Laika apstākļi
220439116;Skaidrs;Laika apstākļi
220557741;Lietus;Laika apstākļi
220643171;Apmācies;Laika apstākļi
220656455;Skaidrs;Laika apstākļi
220693236;Skaidrs;Laika apstākļi
220695738;Skaidrs;Laika apstākļi
222081727;Apmācies;Laika apstākļi
220490063;Saulains;Laika apstākļi
220508140;Apmācies;Laika apstākļi
220422909;Sniegs;Laika apstākļi
220427803;Apmācies;Laika apstākļi
220379895;Skaidrs;Laika apstākļi
220474018;Apmācies;Laika apstākļi
220682933;Apmācies;Laika apstākļi
222082881;Apmācies;Laika apstākļi
220631537;Skaidrs;Laika apstākļi
220692804;Apmācies;Laika apstākļi
220652275;Apmācies;Laika apstākļi
220658922;Skaidrs;Laika apstākļi
220541932;Skaidrs;Laika apstākļi
220642477;Apmācies;Laika apstākļi
220525960;Apmācies;Laika apstākļi
220519585;Saulains;Laika apstākļi
220388702;Skaidrs;Laika apstākļi
220394138;Saulains;Laika apstākļi
220636592;Saulains;Laika apstākļi
220700782;Sniegs;Laika apstākļi
220702225;Skaidrs;Laika apstākļi
221948265;Skaidrs;Laika apstākļi
220688522;Skaidrs;Laika apstākļi
220624521;Saulains;Laika apstākļi
221813341;Saulains;Laika apstākļi
220645192;Saulains;Laika apstākļi
220643940;Skaidrs;Laika apstākļi
220659887;Apmācies;Laika apstākļi
220420852;Apmācies;Laika apstākļi
220436819;Saulains;Laika apstākļi
220444931;Skaidrs;Laika apstākļi
220457027;Saulains;Laika apstākļi
220641051;Sniegs;Laika apstākļi
220686315;Apmācies;Laika apstākļi
220686468;Skaidrs;Laika apstākļi
220625604;Skaidrs;Laika apstākļi
220623034;Saulains;Laika apstākļi
220504196;Skaidrs;Laika apstākļi
220661063;Apmācies;Laika apstākļi
220439131;Skaidrs;Laika apstākļi
220454277;Apmācies;Laika apstākļi
220462370;Skaidrs;Laika apstākļi
220637694;Skaidrs;Laika apstākļi
220684467;Skaidrs;Laika apstākļi
220541838;Apmācies;Laika apstākļi
220632316;Skaidrs;Laika apstākļi
220639152;Apmācies;Laika apstākļi
220501637;Saulains;Laika apstākļi
220436063;Apmācies;Laika apstākļi
220421611;Sniegs;Laika apstākļi
220378545;Saulains;Laika apstākļi
220544201;Saulains;Laika apstākļi
220569448;Skaidrs;Laika apstākļi
220565526;Apmācies;Laika apstākļi
220577563;Apmācies;Laika apstākļi
220633890;Lietus;Laika apstākļi
220622143;Skaidrs;Laika apstākļi
220698819;Apmācies;Laika apstākļi
221258905;Skaidrs;Laika apstākļi
220643618;Saulains;Laika apstākļi
220616982;Saulains;Laika apstākļi
220639636;Saulains;Laika apstākļi
220623736;Skaidrs;Laika apstākļi
220675936;Saulains;Laika apstākļi
220677290;Sniegs;Laika apstākļi
220667088;Skaidrs;Laika apstākļi
220580020;Apmācies;Laika apstākļi
220375243;Lietus;Laika apstākļi
220523464;Skaidrs;Laika apstākļi
220524927;Apmācies;Laika apstākļi
220697837;Apmācies;Laika apstākļi
220637788;Saulains;Laika apstākļi
220500602;Saulains;Laika apstākļi
220553929;Skaidrs;Laika apstākļi
220541122;Apmācies;Laika apstākļi
220517722;Apmācies;Laika apstākļi
220463932;Apmācies;Laika apstākļi
220458369;Apmācies;Laika apstākļi
220394537;Saulains;Laika apstākļi
220685938;Skaidrs;Laika apstākļi
220694086;Apmācies;Laika apstākļi
220685219;Skaidrs;Laika apstākļi
220689202;Saulains;Laika apstākļi
220698373;Saulains;Laika apstākļi
220482765;Saulains;Laika apstākļi
220496993;Sniegs;Laika apstākļi
220596653;Lietus;Laika apstākļi
220617303;Apmācies;Laika apstākļi
220602852;Skaidrs;Laika apstākļi
220687008;Saulains;Laika apstākļi
220607928;Skaidrs;Laika apstākļi
220689867;Skaidrs;Laika apstākļi
220691324;Saulains;Laika apstākļi
221812806;Migla;Laika apstākļi
221812912;Skaidrs;Laika apstākļi
220702028;Saulains;Laika apstākļi
220697219;Skaidrs;Laika apstākļi
221816750;Skaidrs;Laika apstākļi
220582556;Apmācies;Laika apstākļi
220579315;Skaidrs;Laika apstākļi
220679508;Apmācies;Laika apstākļi
220567528;Skaidrs;Laika apstākļi
220578114;Sniegs;Laika apstākļi
220597075;Skaidrs;Laika apstākļi
220598401;Apmācies;Laika apstākļi
220458501;Saulains;Laika apstākļi
220445341;Skaidrs;Laika apstākļi
220560032;Apmācies;Laika apstākļi
220506703;Lietus;Laika apstākļi
220508048;Lietus;Laika apstākļi
220679742;Apmācies;Laika apstākļi
220677223;Apmācies;Laika apstākļi
220669598;Apmācies;Laika apstākļi
220665831;Skaidrs;Laika apstākļi
220668487;Apmācies;Laika apstākļi
220672579;Skaidrs;Laika apstākļi
220468892;Skaidrs;Laika apstākļi
220654504;Skaidrs;Laika apstākļi
220651958;Saulains;Laika apstākļi
220658588;Skaidrs;Laika apstākļi
220527183;Skaidrs;Laika apstākļi
220377670;Skaidrs;Laika apstākļi
220380226;Skaidrs;Laika apstākļi
220385704;Apmācies;Laika apstākļi
220608724;Skaidrs;Laika apstākļi
220622571;Apmācies;Laika apstākļi
220630670;Skaidrs;Laika apstākļi
220641278;Apmācies;Laika apstākļi
220621001;Apmācies;Laika apstākļi
220611024;Saulains;Laika apstākļi
220687527;Skaidrs;Laika apstākļi
220687771;Apmācies;Laika apstākļi
220697804;Apmācies;Laika apstākļi
220565735;Apmācies;Laika apstākļi
220577866;Skaidrs;Laika apstākļi
220623529;Skaidrs;Laika apstākļi
220524460;Apmācies;Laika apstākļi
220523302;Skaidrs;Laika apstākļi
220532765;Apmācies;Laika apstākļi
220399256;Skaidrs;Laika apstākļi
220617670;Apmācies;Laika apstākļi
220633703;Skaidrs;Laika apstākļi
220621967;Skaidrs;Laika apstākļi
220635233;Skaidrs;Laika apstākļi
220523985;Saulains;Laika apstākļi
220530698;Apmācies;Laika apstākļi
220454753;Skaidrs;Laika apstākļi
220644185;Skaidrs;Laika apstākļi
220644257;Saulains;Laika apstākļi
220681471;Skaidrs;Laika apstākļi
220672472;Sniegs;Laika apstākļi
220610251;Skaidrs;Laika apstākļi
220414985;Saulains;Laika apstākļi
