Notikuma identifikators;TL kārtas numurs notikumā;TL veids;Marka;Modelis;Izlaiduma gads;Personas kārtas numurs notikumā;Statuss;Vecums (uz notikuma brīdi);Dzimums;Reibums;Miesas bojājumi
220547118;1;Vieglā;HYUNDAI;TUCSON;2019;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220547118;2;Vieglā;AUDI;80 AVANT;1993;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
220547265;1;Vieglā;OPEL;ASTRA;1999;3;Vadītājs;;V;Nē;bez miesas bojājumiem
220547265;2;Vieglā;TOYOTA;COROLLA;2021;2;Vadītājs;38;S;Nē;bez miesas bojājumiem
220547265;3;Vieglā;HYUNDAI;MATRIX;2006;1;Vadītājs;52;V;Nē;bez miesas bojājumiem
220547313;1;Vieglā;VW;CADDY LIFE;2009;1;Vadītājs;73;V;Nē;bez miesas bojājumiem
220547313;2;Vieglā;MERCEDES BENZ;VIANO;2004;2;Vadītājs;36;S;Nē;bez miesas bojājumiem
220547416;1;Vieglā;VW;GOLF;2018;1;Vadītājs;41;V;Nē;bez miesas bojājumiem
220547416;2;Vieglā;VW;T-CROSS;2019;2;Vadītājs;73;V;Nē;bez miesas bojājumiem
220547439;1;Vieglā;VOLVO;XC90;2006;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
220547439;2;Vieglā;KIA;CARNIVAL;2007;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220547554;1;Vieglā;BMW;330;2003;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220547554;1;Vieglā;BMW;330D;2003;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220547554;2;Vieglā;AUDI;80;1990;1;Vadītājs;34;V;Jā;bez miesas bojājumiem
220547601;1;Kravas;RENAULT;TRAFIC;2011;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220547601;2;Motocikls;BASHAN;BS125-9;2007;2;Vadītājs;62;V;Nē;viegli miesas bojājumi
220547609;1;Vieglā;CHEVROLET;AVEO;2007;2;Vadītājs;58;S;Nē;viegli miesas bojājumi
220547609;2;Vieglā;VOLVO;V60;2015;1;Vadītājs;55;S;Nē;bez miesas bojājumiem
220547775;1;Vieglā;MITSUBISHI;CARISMA;2001;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220547775;2;Vieglā;VOLVO;S80;2006;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220547796;1;Vieglā;AUDI;A4 AVANT;2000;2;Vadītājs;24;V;Nē;bez miesas bojājumiem
220547796;2;Vieglā;NISSAN;X TRAIL;2005;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220547884;1;Vieglā;AUDI;A6;2006;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220547884;2;Motocikls;HONDA;NC750SA;2015;1;Vadītājs;45;V;Nē;smagi miesas bojājumi
220547886;1;Traktortehnika;;;;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220547892;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220547976;1;Vieglā;MERCEDES BENZ;S500;2002;3;Vadītājs;37;V;Nē;bez miesas bojājumiem
220547976;2;Vieglā;VOLVO;V40;1998;1;Vadītājs;55;V;Nē;bez miesas bojājumiem
220547976;3;Vieglā;MERCEDES BENZ;E280;2007;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220548074;1;Kravas;MAN;TGS 26.400;2008;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
220548086;1;Vieglā;VW;GOLF;1999;1;Vadītājs;42;S;Nē;bez miesas bojājumiem
220548133;1;Vieglā;CITROEN;C4;2008;2;Vadītājs;29;S;Nē;bez miesas bojājumiem
220548133;1;Vieglā;CITROEN;C4;2008;3;Pasažieris;3;S;Nē;viegli miesas bojājumi
220548133;2;Vieglā;CITROEN;BERLINGO;2019;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220548256;1;Velosipēds;;;;1;Velosipēda vadītājs;18;S;Nē;viegli miesas bojājumi
220548299;1;Vieglā;VW;PASSAT;2013;1;Vadītājs;31;S;Nē;bez miesas bojājumiem
220548401;1;Vieglā;OPEL;ZAFIRA;2005;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220548404;1;Vieglā;AUDI;A6 ALLROAD;2007;2;Vadītājs;53;S;Nē;bez miesas bojājumiem
220548404;2;Vieglā;TOYOTA;COROLLA VERSO;2002;1;Vadītājs;49;S;Nē;bez miesas bojājumiem
220548544;1;Vieglā;VOLVO;XC60;2010;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
220548544;2;Vieglā;FORD;FOCUS;2020;2;Vadītājs;58;V;Nē;bez miesas bojājumiem
220548557;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220548570;1;Vieglā;VW;PASSAT VARIANT;2000;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220548570;2;Vieglā;OPEL;ASTRA;2012;1;Vadītājs;50;S;Nē;bez miesas bojājumiem
220548682;1;Kravas;VOLVO;FS 719;1993;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220548699;1;Vieglā;TOYOTA;YARIS;2004;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
220548699;;;;;;2;Gājējs;58;S;Nē;viegli miesas bojājumi
220548702;1;Kravas;DAF;XF 105;2008;1;Vadītājs;31;V;Nē;bez miesas bojājumiem
220548702;2;Piekabe;SCHMITZ;SKO 24;2007;1;Citi;31;V;Nē;bez miesas bojājumiem
220548702;3;Kravas;VOLVO;FH;2017;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220548702;4;Piekabe;SCHMITZ;CARGOBULL;2019;2;Citi;35;V;Nē;bez miesas bojājumiem
220548745;1;Vieglā;VW;GOLF;1999;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
220548954;1;Vieglā;AUDI;A4;1996;1;Vadītājs;;;Nē;bez miesas bojājumiem
220548954;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220548965;1;Kravas;VW;AMAROK;2020;1;Vadītājs;27;V;Nē;bez miesas bojājumiem
220548976;1;Vieglā;TOYOTA;COROLLA;2006;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220548976;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220549054;1;Vieglā;MITSUBISHI;PAJERO;2007;2;Vadītājs;49;V;Nē;bez miesas bojājumiem
220549054;2;Vieglā;FORD;FOCUS;2006;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220549068;1;Vieglā;NISSAN;X TRAIL;2001;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220549084;1;Vieglā;VOLVO;V70;2005;1;Vadītājs;61;V;Jā;bez miesas bojājumiem
220549103;1;Vieglā;VW;GOLF;2006;1;Vadītājs;29;V;Nē;bez miesas bojājumiem
220549213;1;Vieglā;VW;GOLF;2005;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
220549272;1;Vieglā;BMW;330;2001;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220549275;1;Vieglā;AUDI;80;1987;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220549275;2;Vieglā;OPEL;ZAFIRA;2010;2;Vadītājs;42;S;Nē;bez miesas bojājumiem
220549332;1;Vieglā;LEXUS;GS 450H;2012;1;Vadītājs;30;V;Nē;smagi miesas bojājumi
220549383;1;Vieglā;VW;PASSAT CC;2009;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220549383;2;Vieglā;FORD;S-MAX;2012;1;Vadītājs;42;S;Nē;bez miesas bojājumiem
220549406;1;Vieglā;VOLVO;S60;2002;1;Vadītājs;55;S;Jā;viegli miesas bojājumi
220549406;2;Vieglā;AUDI;A6 AVANT;2002;2;Vadītājs;27;V;Nē;viegli miesas bojājumi
220549410;1;Vieglā;BMW;330;2003;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220549423;1;Vieglā;AUDI;A6 AVANT;1995;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220549423;2;Motocikls;HONDA;CB1000R;2014;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220549505;1;Kravas;RENAULT;KANGOO;2013;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220549505;2;Vieglā;TOYOTA;AVENSIS;2006;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220549514;1;Vieglā;FIAT;PUNTO;2006;2;Vadītājs;19;V;Nē;bez miesas bojājumiem
220549514;2;Vieglā;FORD;MONDEO;2014;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220549540;1;Vieglā;PEUGEOT;508;2012;1;Vadītājs;29;S;Nē;bez miesas bojājumiem
220549540;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220549576;1;Velosipēds;;;;1;Velosipēda vadītājs;60;V;Jā;viegli miesas bojājumi
220549596;1;Vieglā;HYUNDAI;IX35;2015;2;Vadītājs;36;V;Nē;bez miesas bojājumiem
220549596;1;Vieglā;HYUNDAI;IX35;2015;5;Pasažieris;3;V;Nē;viegli miesas bojājumi
220549596;2;Vieglā;RENAULT;MEGANE SCENIC;2010;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220549596;3;Vieglā;TOYOTA;AURIS;2007;4;Vadītājs;32;S;Nē;bez miesas bojājumiem
220549596;4;Vieglā;BMW;325;2010;3;Vadītājs;35;V;Nē;bez miesas bojājumiem
220549604;1;Velosipēds;;;;2;Velosipēda vadītājs;;V;Nē;bez miesas bojājumiem
220549604;;;;;;1;Gājējs;74;S;Nē;viegli miesas bojājumi
220549734;1;Vieglā;OPEL;ZAFIRA;2009;1;Vadītājs;19;V;Nē;bez miesas bojājumiem
220549759;1;Vieglā;AUDI;A4 AVANT;1997;1;Vadītājs;19;S;Nē;bez miesas bojājumiem
220549764;1;Vieglā;VW;CC;2013;2;Vadītājs;31;V;Nē;bez miesas bojājumiem
220549764;2;Vieglā;AUDI;80 AVANT;1995;1;Vadītājs;19;S;Nē;bez miesas bojājumiem
220549947;1;Vieglā;VW;POLO;2012;2;Vadītājs;22;S;Nē;bez miesas bojājumiem
220549947;2;Vieglā;BMW;116;2009;1;Vadītājs;44;V;Jā;bez miesas bojājumiem
220550054;1;Vieglā;VW;MULTIVAN;2001;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220550175;1;Vieglā;MERCEDES BENZ;C230;2005;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220550183;1;Autobuss;SOLARIS;URBINO 15;2002;1;Vadītājs;60;V;Nē;bez miesas bojājumiem
220550183;2;Vieglā;CHRYSLER;300C;2008;2;Vadītājs;35;V;Nē;bez miesas bojājumiem
220550184;1;Vieglā;LEXUS;RX 200T;2016;2;Vadītājs;49;S;Nē;bez miesas bojājumiem
220550184;2;Vieglā;ŠKODA;KODIAQ;2018;1;Vadītājs;75;S;Nē;bez miesas bojājumiem
220550318;;;;;;1;Nenoskaidrots;;;Nē;bez miesas bojājumiem
220550328;1;Autobuss;MERCEDES BENZ;0530G;2006;1;Pasažieris;61;S;Nē;viegli miesas bojājumi
220550328;1;Autobuss;MERCEDES BENZ;0530G;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220550331;1;Vieglā;BMW;525;2006;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
220550331;2;Vieglā;VW;GOLF PLUS;2006;1;Vadītājs;79;S;Nē;bez miesas bojājumiem
220550353;1;Kravas;VOLVO;FH;2020;1;Vadītājs;30;V;Nē;bez miesas bojājumiem
220550353;2;Piekabe;SCHMITZ;;;3;;;;Nē;
220550353;3;Kravas;SCANIA;;2012;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220550353;4;Piekabe;SCHMITZ;;2018;3;;;;Nē;
220550389;1;Vieglā;MAZDA;6;2009;1;Vadītājs;30;S;Nē;bez miesas bojājumiem
220550400;1;Vieglā;OPEL;ASTRA;1999;1;Vadītājs;64;S;Nē;bez miesas bojājumiem
220550400;;;;;;2;Citi;40;S;Nē;bez miesas bojājumiem
220550470;1;Vieglā;HYUNDAI;TUCSON;2021;2;Vadītājs;63;V;Nē;bez miesas bojājumiem
220550470;2;Vieglā;ŠKODA;OCTAVIA;2008;1;Vadītājs;40;V;Nē;bez miesas bojājumiem
220550544;1;Velosipēds;;;;1;Velosipēda vadītājs;28;V;Nē;viegli miesas bojājumi
220550655;1;Vieglā;OPEL;ASTRA;2004;2;Vadītājs;26;V;Nē;bez miesas bojājumiem
220550655;2;Vieglā;HONDA;ACCORD;2004;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220550698;1;Vieglā;TOYOTA;RAV4;2003;1;Vadītājs;61;S;Nē;bez miesas bojājumiem
220550698;2;Velosipēds;;;;2;Velosipēda vadītājs;22;V;Nē;bez miesas bojājumiem
220550778;1;Vieglā;OPEL;INSIGNIA SPORTS TOUR;2019;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220550822;1;Vieglā;BMW;525;1996;1;Vadītājs;20;V;Nē;bez miesas bojājumiem
220550862;1;Vieglā;CHRYSLER;VOYAGER;2006;1;Vadītājs;37;S;Nē;bez miesas bojājumiem
220550862;2;Vieglā;BMW;320;2007;3;Vadītājs;22;S;Nē;bez miesas bojājumiem
220550862;3;Vieglā;MAZDA;626;1998;2;Vadītājs;18;V;Nē;bez miesas bojājumiem
220550865;1;Vieglā;TOYOTA;COROLLA;2021;1;Vadītājs;19;S;Nē;bez miesas bojājumiem
220550865;2;Vieglā;VOLVO;C30;2010;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220550943;1;Vieglā;RENAULT;MEGANE SCENIC;2012;1;Vadītājs;49;V;Nē;bez miesas bojājumiem
220550943;2;Vieglā;MERCEDES BENZ;C220;2005;3;Vadītājs;23;S;Nē;bez miesas bojājumiem
220550943;3;Vieglā;LEXUS;RX300;2000;2;Vadītājs;78;S;Nē;bez miesas bojājumiem
220550981;1;Piekabe;AMOLAT;N1;2005;3;;;;Nē;
220550981;2;Vieglā;FORD;MONDEO;2000;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220550981;3;Vieglā;VW;PASSAT;2008;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220551269;1;Vieglā;TOYOTA;YARIS;2020;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220551324;1;Vieglā;VW;PASSAT;1997;3;Vadītājs;68;V;Nē;bez miesas bojājumiem
220551324;2;Vieglā;LAND ROVER;RANGE ROVER;2003;2;Vadītājs;30;S;Nē;bez miesas bojājumiem
220551324;3;Vieglā;HONDA;CIVIC 5DR;2017;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220551337;1;Vieglā;AUDI;A6;2005;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220551363;1;Vieglā;MERCEDES BENZ;VIANO;2014;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220551448;1;Vieglā;PEUGEOT;208;2017;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220551448;2;Vieglā;FORD;GALAXY;1998;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220551588;1;Vieglā;HONDA;CIVIC 5DR;2016;1;Vadītājs;46;S;Nē;bez miesas bojājumiem
220551588;;;;;;2;Gājējs;10;V;Nē;viegli miesas bojājumi
220551626;1;Vieglā;VW;PASSAT VARIANT;2001;2;Vadītājs;64;V;Nē;bez miesas bojājumiem
220551626;2;Vieglā;VOLVO;V50;2007;1;Vadītājs;66;V;Nē;bez miesas bojājumiem
220551652;1;Vieglā;RENAULT;MEGANE SCENIC;2010;2;Vadītājs;51;V;Nē;viegli miesas bojājumi
220551652;2;Vieglā;VOLVO;XC90;2007;1;Vadītājs;65;S;Nē;bez miesas bojājumiem
220551679;1;Vieglā;VW;GOLF;1999;2;Vadītājs;30;V;Nē;bez miesas bojājumiem
220551679;2;Vieglā;AUDI;A4 AVANT;2016;1;Vadītājs;38;S;Nē;bez miesas bojājumiem
220551822;1;Vieglā;TOYOTA;COROLLA VERSO;2006;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220551822;2;Vieglā;VW;GOLF;2019;2;Vadītājs;38;V;Nē;bez miesas bojājumiem
220551837;1;Vieglā;BMW;530;2001;2;Vadītājs;19;S;Nē;bez miesas bojājumiem
220551837;2;Vieglā;ŠKODA;ROOMSTER;2007;1;Vadītājs;73;V;Nē;bez miesas bojājumiem
220551915;1;Trolejbuss;;;;2;Vadītājs;55;S;Nē;bez miesas bojājumiem
220551915;1;Trolejbuss;;;;1;Pasažieris;78;S;Nē;viegli miesas bojājumi
220552091;1;Vieglā;VOLVO;850;1996;1;Vadītājs;38;V;Nē;bez miesas bojājumiem
220552091;2;Vieglā;VW;PASSAT;2008;2;Vadītājs;39;V;Nē;bez miesas bojājumiem
220552091;3;Vieglā;PEUGEOT;208;2014;3;Vadītājs;30;S;Nē;bez miesas bojājumiem
220552097;1;Puspiekabe;SCHMITZ;SPR 24;2006;3;;;;Nē;
220552097;2;Kravas;VOLVO;FH;2007;2;Vadītājs;41;V;Nē;bez miesas bojājumiem
220552097;3;Vieglā;BMW;530;2007;1;Vadītājs;50;V;Nē;viegli miesas bojājumi
220552159;1;Kravas;MERCEDES BENZ;ATEGO;2011;2;Vadītājs;61;V;Nē;bez miesas bojājumiem
220552159;2;Vieglā;PEUGEOT;206;2003;1;Vadītājs;44;S;Nē;viegli miesas bojājumi
220552193;1;Vieglā;AUDI;A4;1997;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220552244;1;Vieglā;TOYOTA;AURIS;2017;1;Vadītājs;54;S;Nē;bez miesas bojājumiem
220552244;2;Vieglā;OPEL;ASTRA;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220552257;1;Vieglā;BMW;X3;2007;1;Vadītājs;80;V;Nē;bez miesas bojājumiem
220552257;2;Vieglā;TOYOTA;YARIS;2007;2;Vadītājs;61;S;Nē;bez miesas bojājumiem
220552265;1;Vieglā;FIAT;500;2008;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
220552265;2;Vieglā;OPEL;ZAFIRA;2007;1;Vadītājs;63;V;Nē;bez miesas bojājumiem
220552317;1;Vieglā;TOYOTA;VERSO;2017;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220552317;2;Vieglā;VOLVO;XC60;2013;2;Vadītājs;33;V;Nē;bez miesas bojājumiem
220552319;1;Vieglā;OPEL;ZAFIRA;2004;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
220552319;;;;;;1;Gājējs;34;S;Nē;bez miesas bojājumiem
220552319;;;;;;3;Gājējs;1;S;Nē;bez miesas bojājumiem
220552344;1;Vieglā;VW;CADDY;2010;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
220552344;2;Vieglā;VW;GOLF VARIANT;2005;1;Vadītājs;70;V;Nē;bez miesas bojājumiem
220552386;1;Vieglā;VOLVO;V70;2000;1;Vadītājs;56;V;Nē;bez miesas bojājumiem
220552387;1;Vieglā;LAND ROVER;RANGE ROVER VELAR;2017;1;Vadītājs;36;V;Nē;bez miesas bojājumiem
220552404;1;Kravas;IVECO;35C13;2000;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220552443;1;Kravas;MAN;TGE;2020;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220552502;1;Vieglā;AUDI;A6 AVANT;1996;2;Vadītājs;67;V;Nē;bez miesas bojājumiem
220552502;2;Vieglā;VOLVO;S80;2007;1;Vadītājs;28;V;Jā;bez miesas bojājumiem
220552631;1;Vieglā;OPEL;ASTRA;2000;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220552631;2;Vieglā;TOYOTA;COROLLA VERSO;2003;1;Vadītājs;32;V;Nē;bez miesas bojājumiem
220552634;1;Kravas;DAF;FT XF 105;2006;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220552640;1;Autobuss;MERCEDES BENZ;0530L;2001;1;Pasažieris;58;S;Nē;viegli miesas bojājumi
220552640;1;Autobuss;MERCEDES BENZ;0530L;2001;2;Vadītājs;68;V;Nē;bez miesas bojājumiem
220552745;1;Vieglā;VW;SHARAN;1999;1;Pasažieris;67;S;Nē;smagi miesas bojājumi
220552745;1;Vieglā;VW;SHARAN;1999;3;Vadītājs;43;S;Nē;viegli miesas bojājumi
220552745;1;Vieglā;VW;SHARAN;1999;4;Pasažieris;0;S;Nē;viegli miesas bojājumi
220552745;2;Kravas;MAN;18.250;2005;2;Vadītājs;50;V;Nē;bez miesas bojājumiem
220552746;1;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220552746;;;;;;1;Gājējs;25;S;Nē;viegli miesas bojājumi
220552774;1;Vieglā;NISSAN;X TRAIL;2011;1;Vadītājs;34;V;Nē;bez miesas bojājumiem
220552774;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220552906;1;Vieglā;LEXUS;CT200H;2014;4;Vadītājs;38;S;Nē;bez miesas bojājumiem
220552906;2;Vieglā;VW;PASSAT;2018;1;Pasažieris;44;S;Nē;viegli miesas bojājumi
220552906;2;Vieglā;VW;PASSAT;2018;2;Vadītājs;40;V;Nē;bez miesas bojājumiem
220552906;2;Vieglā;VW;PASSAT;2018;3;Pasažieris;17;S;Nē;viegli miesas bojājumi
220552923;1;Vieglā;LEXUS;ES300H;2021;1;Vadītājs;32;S;Nē;bez miesas bojājumiem
220552936;1;Puspiekabe;SCHMITZ;SCS 24;2007;2;;;;Nē;
220552936;2;Kravas;MAN;TGX 18.440;2008;1;Vadītājs;62;V;Nē;bez miesas bojājumiem
220552964;1;Vieglā;TOYOTA;LAND CRUISER;2006;2;Vadītājs;29;S;Nē;bez miesas bojājumiem
220552964;2;Vieglā;TOYOTA;COROLLA;2019;1;Vadītājs;47;S;Nē;bez miesas bojājumiem
220553123;1;Vieglā;BMW;318;1995;1;Vadītājs;33;S;Nē;bez miesas bojājumiem
220553144;1;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220553144;2;Vieglā;VW;GOLF PLUS;2007;1;Vadītājs;58;S;Nē;bez miesas bojājumiem
220553157;1;Vieglā;MAZDA;CX-7;2007;1;Vadītājs;23;S;Nē;bez miesas bojājumiem
220553157;2;Vieglā;VW;GOLF;2021;2;Vadītājs;21;S;Nē;bez miesas bojājumiem
220553172;1;Kravas;FIAT;DUCATO;2020;1;Vadītājs;35;V;Nē;bez miesas bojājumiem
220553198;1;Vieglā;BMW;330;2006;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220553198;2;Vieglā;AUDI;A3;1997;1;Vadītājs;29;V;Nē;bez miesas bojājumiem
220553368;1;Vieglā;TOYOTA;RAV4;2008;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220553368;2;Vieglā;OPEL;INSIGNIA LIMOUSINE N;2017;1;Vadītājs;42;V;Nē;bez miesas bojājumiem
220553386;1;Vieglā;HYUNDAI;I20;2018;1;Vadītājs;26;V;Nē;bez miesas bojājumiem
220553481;1;Vieglā;AUDI;A4;2007;1;Vadītājs;39;V;Nē;bez miesas bojājumiem
220553481;2;Nedefinēts;;;;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220553684;1;Vieglā;PEUGEOT;306;1997;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220553785;1;Vieglā;VW;GOLF;1993;2;Vadītājs;21;V;Nē;bez miesas bojājumiem
220553785;2;Vieglā;VOLVO;XC90;2006;1;Īpašnieks;40;V;Nē;bez miesas bojājumiem
220553787;1;Vieglā;AUDI;A4 AVANT;2001;1;Vadītājs;24;S;Nē;bez miesas bojājumiem
220553841;1;Vieglā;TOYOTA;AYGO;2019;1;Vadītājs;64;V;Nē;bez miesas bojājumiem
220553929;1;Vieglā;BMW;320;2003;1;Vadītājs;34;S;Nē;bez miesas bojājumiem
220553929;2;Vieglā;AUDI;A3;2006;2;Vadītājs;61;V;Nē;viegli miesas bojājumi
220554014;1;Vieglā;VOLVO;V40;2003;2;Vadītājs;28;V;Nē;bez miesas bojājumiem
220554014;2;Vieglā;MERCEDES BENZ;C240;2004;1;Vadītājs;59;V;Nē;bez miesas bojājumiem
220554037;1;Vieglā;VW;PASSAT VARIANT;2003;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220554037;2;Vieglā;VW;GOLF VARIANT;2003;2;Vadītājs;57;V;Nē;bez miesas bojājumiem
220554076;1;Vieglā;VW;POLO;2000;2;Vadītājs;46;V;Nē;bez miesas bojājumiem
220554076;2;Vieglā;AUDI;A6;2005;1;Vadītājs;24;V;Nē;bez miesas bojājumiem
220554080;1;Vieglā;VW;PASSAT VARIANT;1999;1;Vadītājs;51;V;Nē;bez miesas bojājumiem
220554155;1;Vieglā;RENAULT;MEGANE SCENIC;2009;2;Vadītājs;37;V;Nē;bez miesas bojājumiem
220554155;2;Motocikls;HONDA;NSS 125AD;2019;1;Vadītājs;37;V;Nē;bez miesas bojājumiem
220554203;1;Vieglā;FORD;FOCUS;2018;2;Vadītājs;25;V;Nē;bez miesas bojājumiem
220554203;2;Vieglā;RENAULT;LAGUNA;2005;1;Vadītājs;71;V;Nē;bez miesas bojājumiem
220554246;1;Vieglā;;;;1;Vadītājs;;V;Nē;bez miesas bojājumiem
220554347;1;Vieglā;VOLVO;S80;2007;2;Vadītājs;50;S;Nē;bez miesas bojājumiem
220554347;2;Vieglā;TOYOTA;AVENSIS;2006;3;Vadītājs;26;S;Nē;bez miesas bojājumiem
220554347;3;Kravas;MERCEDES BENZ;SPRINTER;2019;1;Vadītājs;48;V;Nē;bez miesas bojājumiem
220554389;1;Vieglā;VOLVO;XC90;2005;2;Vadītājs;48;V;Nē;bez miesas bojājumiem
220554389;2;Tramvajs;;;;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220554444;1;Vieglā;OPEL;ZAFIRA;2009;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220554444;2;Vieglā;FORD;FOCUS;2007;2;Vadītājs;29;V;Nē;bez miesas bojājumiem
220554472;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220554528;1;Nedefinēts;;;;1;Vadītājs;;;Nē;bez miesas bojājumiem
220554546;1;Autobuss;VW;CRAFTER;2012;1;Vadītājs;50;V;Nē;bez miesas bojājumiem
220554546;2;Vieglā;VW;PASSAT;2007;2;Vadītājs;34;V;Nē;bez miesas bojājumiem
220554594;1;Kravas;VW;LT46;2004;1;Vadītājs;46;V;Nē;bez miesas bojājumiem
220554594;2;Vieglā;HONDA;CIVIC 5DR;2019;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220554596;1;Vieglā;AUDI;A6 AVANT;1999;1;Vadītājs;58;V;Nē;bez miesas bojājumiem
220554596;2;Kravas;VOLVO;FL7;1989;2;Vadītājs;60;V;Nē;bez miesas bojājumiem
220554672;1;Motocikls;YAMAHA;YZF R1;2002;2;Vadītājs;32;V;Nē;bez miesas bojājumiem
220554672;2;Vieglā;CHEVROLET;CAPTIVA;2013;1;Vadītājs;51;S;Nē;bez miesas bojājumiem
220554679;1;Mopēds,motorollers;;;;1;Mopēdists;39;V;Nē;bez miesas bojājumiem
220554696;1;Kravas;SCANIA;P 320;2017;1;Vadītājs;33;V;Nē;bez miesas bojājumiem
220554696;2;Vieglā;AUDI;A4;2002;2;Vadītājs;;V;Nē;bez miesas bojājumiem
220554701;1;Vieglā;VOLVO;V50;2004;2;Vadītājs;20;V;Nē;bez miesas bojājumiem
220554701;2;Velosipēds;;;;1;Velosipēda vadītājs;18;V;Nē;viegli miesas bojājumi
220554745;1;Vieglā;LEXUS;GS 250;2012;4;Vadītājs;20;S;Nē;bez miesas bojājumiem
220554745;2;Vieglā;PEUGEOT;PARTNER;2015;1;Vadītājs;43;V;Nē;bez miesas bojājumiem
